카탈로그공급사,카탈로그품목,구분,원산지,매칭상태,신뢰도,적재여부,매칭원료,기존공급사,기존단가
바이오케어,강황,생약원료,인도,★공급사 미상 → 후보,확실,적재,강황(하이드로커큐민)(수용성),공급사 미상(source21),260000
바이오케어,건강,생약원료,국산/페루,동일공급사 기등록,보통,적재,건강분말,바이오케어,39000
바이오케어,건강,생약원료,국산/페루,동일공급사 기등록,보통,적재,건강분말,바이오케어,15000
바이오케어,계피,생약원료,베트남,신규(DB에 없음),,적재,,,
바이오케어,구기자,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,구기자분말,공급사 미상(source21),65000
바이오케어,구기자,생약원료,국산/수입,동일공급사 기등록,보통,적재,구기자분말,바이오케어,46000
바이오케어,구기자,생약원료,국산/수입,동일공급사 기등록,보통,적재,구기자분말,바이오케어,17000
바이오케어,구기자,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,구기자농축액,공급사 미상(source21),28000
바이오케어,구기자,생약원료,국산/수입,타공급사 보유,보통,적재,구기자농축액,해찬솔,28000
바이오케어,국화,생약원료,국산/수입,신규(DB에 없음),,적재,,,
바이오케어,길경(도라지),생약원료,국산,신규(DB에 없음),,적재,,,
바이오케어,꾸지뽕분말,생약원료,국산/수입,신규(DB에 없음),,적재,,,
바이오케어,녹용,생약원료,러시아/뉴질랜드,신규(DB에 없음),,적재,,,
바이오케어,녹차,생약원료,국산,★공급사 미상 → 후보,보통,적재,녹차분말,공급사 미상(source21),26000
바이오케어,녹차,생약원료,국산,★공급사 미상 → 후보,보통,적재,녹차분말,공급사 미상(source21),22000
바이오케어,녹차,생약원료,국산,타공급사 보유,보통,적재,녹차분말,하이베이스,19000
바이오케어,녹차,생약원료,국산,타공급사 보유,보통,적재,녹차분말,엘본에이치앤비,26000
바이오케어,녹차,생약원료,국산,동일공급사 기등록,보통,적재,녹차분말,바이오케어,22000
바이오케어,녹차,생약원료,국산,동일공급사 기등록,보통,적재,녹차분말,바이오케어,21000
바이오케어,눈꽃동충하초,생약원료,국산,★공급사 미상 → 후보,보통,적재,동충하초(밀라타리스),공급사 미상(source21),55000
바이오케어,당귀,생약원료,국산/수입,동일공급사 기등록,보통,적재,당귀분말,바이오케어,19500
바이오케어,당귀,생약원료,국산/수입,동일공급사 기등록,보통,적재,당귀분말,바이오케어,13600
바이오케어,대추,생약원료,국산/수입,신규(DB에 없음),,적재,,,
바이오케어,도라지,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,도라지원물,공급사 미상(source21),9000
바이오케어,도라지,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,도라지원물,공급사 미상(source21),23000
바이오케어,도라지,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,도라지추출물,공급사 미상(source21),21000
바이오케어,두충,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,두충분말,공급사 미상(source21),15000
바이오케어,맥문동,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,맥문동분말,공급사 미상(source21),33000
바이오케어,맥문동,생약원료,국산/수입,동일공급사 기등록,보통,적재,맥문동분말,바이오케어,33000
바이오케어,맥아,생약원료,국산,신규(DB에 없음),,적재,,,
바이오케어,배초향(곽향),생약원료,국산,신규(DB에 없음),,적재,,,
바이오케어,복령,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,복령분말,공급사 미상(source21),22000
바이오케어,복령,생약원료,국산/수입,타공급사 보유,보통,적재,복령분말,엘본에이치앤비,22000
바이오케어,복령,생약원료,국산/수입,동일공급사 기등록,보통,적재,복령분말,바이오케어,22000
바이오케어,산수국,생약원료,국산,신규(DB에 없음),,적재,,,
바이오케어,산수유,생약원료,국산/수입,동일공급사 기등록,보통,적재,산수유분말,바이오케어,33000
바이오케어,산수유,생약원료,국산/수입,타공급사 보유,보통,적재,산수유분말,새롬비앤에프,35000
바이오케어,산약,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,산약분말,공급사 미상(source21),24000
바이오케어,산약,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,산약분말,공급사 미상(source21),26000
바이오케어,산약,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,산약분말,공급사 미상(source21),27500
바이오케어,산약,생약원료,국산/수입,동일공급사 기등록,보통,적재,산약분말,바이오케어,25000
바이오케어,산약,생약원료,국산/수입,타공급사 보유,보통,적재,산약분말,하이베이스,24000
바이오케어,산약,생약원료,국산/수입,타공급사 보유,보통,적재,산약분말,엘본에이치앤비,26000
바이오케어,산약,생약원료,국산/수입,동일공급사 기등록,보통,적재,산약분말,바이오케어,27500
바이오케어,산약,생약원료,국산/수입,동일공급사 기등록,보통,적재,산약분말,바이오케어,35500
바이오케어,산약,생약원료,국산/수입,동일공급사 기등록,보통,적재,산약분말,바이오케어,21000
바이오케어,산초,생약원료,국산/수입,신규(DB에 없음),,적재,,,
바이오케어,사삼,생약원료,국산,동일공급사 기등록,보통,적재,사삼 분말,바이오케어,32800
바이오케어,사삼,생약원료,국산,동일공급사 기등록,보통,적재,사삼 분말,바이오케어,28500
바이오케어,산사,생약원료,국산/수입,신규(DB에 없음),,적재,,,
바이오케어,상백피,생약원료,국산/수입,신규(DB에 없음),,적재,,,
바이오케어,솔잎,생약원료,국산,★공급사 미상 → 후보,보통,적재,솔잎분말,공급사 미상(source21),20000
바이오케어,솔잎,생약원료,국산,동일공급사 기등록,보통,적재,솔잎분말,바이오케어,20000
바이오케어,새싹보리,생약원료,국산,타공급사 보유,보통,적재,새싹보리분말,하이베이스,17000
바이오케어,새싹보리,생약원료,국산,★공급사 미상 → 후보,보통,적재,새싹보리추출분말,공급사 미상(source21),29000
바이오케어,숙지황,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,숙지황분말,공급사 미상(source21),75000
바이오케어,숙지황,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,숙지황분말,공급사 미상(source21),29000
바이오케어,숙지황,생약원료,국산/수입,동일공급사 기등록,보통,적재,숙지황분말,바이오케어,32000
바이오케어,숙지황,생약원료,국산/수입,타공급사 보유,보통,적재,숙지황분말,하이베이스,75000
바이오케어,숙지황,생약원료,국산/수입,타공급사 보유,보통,적재,숙지황분말,엘본에이치앤비,29000
바이오케어,숙지황,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,숙지황농축액,공급사 미상(source21),20000
바이오케어,숙지황,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,숙지황엑기스,공급사 미상(source21),75000
바이오케어,야관문,생약원료,국산,신규(DB에 없음),,적재,,,
바이오케어,어성초,생약원료,국산/수입,동일공급사 기등록,보통,적재,어성초분말,바이오케어,17000
바이오케어,어성초,생약원료,국산/수입,동일공급사 기등록,보통,적재,어성초분말,바이오케어,8200
바이오케어,어성초,생약원료,국산/수입,타공급사 보유,보통,적재,어성초추출물,하이베이스,16000
바이오케어,여주,생약원료,국산유기농,★공급사 미상 → 후보,보통,적재,여주분말,공급사 미상(source21),48000
바이오케어,여주,생약원료,국산유기농,★공급사 미상 → 후보,보통,적재,여주분말(유기농),공급사 미상(source21),40000
바이오케어,여주,생약원료,국산유기농,동일공급사 기등록,보통,적재,여주분말,바이오케어,34000
바이오케어,여주,생약원료,국산,★공급사 미상 → 후보,보통,적재,여주분말,공급사 미상(source21),48000
바이오케어,여주,생약원료,국산,★공급사 미상 → 후보,보통,적재,여주분말(유기농),공급사 미상(source21),40000
바이오케어,여주,생약원료,국산,동일공급사 기등록,보통,적재,여주분말,바이오케어,34000
바이오케어,오가피,생약원료,국산/수입,신규(DB에 없음),,적재,,,
바이오케어,오가목,생약원료,국산,신규(DB에 없음),,적재,,,
바이오케어,오미자,생약원료,국산/수입,타공급사 보유,보통,적재,오미자분말,새롬비앤에프,25000
바이오케어,오미자,생약원료,국산/수입,동일공급사 기등록,보통,적재,오미자분말,바이오케어,38000
바이오케어,우슬,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,우슬분말(쇠무릎),공급사 미상(source21),27500
바이오케어,유근피,생약원료,국산/수입,★공급사 미상 → 후보,확실,적재,유근피,공급사 미상(source21),50000
바이오케어,인삼,생약원료,국산,신규(DB에 없음),,적재,,,
바이오케어,인진쑥,생약원료,국산,신규(DB에 없음),,적재,,,
바이오케어,작약,생약원료,국산/수입,신규(DB에 없음),,적재,,,
바이오케어,적하수오,생약원료,중국,★공급사 미상 → 후보,보통,적재,적하수오추출분말,공급사 미상(source21),60000
바이오케어,적하수오,생약원료,중국,타공급사 보유,보통,적재,적하수오추출분말,하이베이스,60000
바이오케어,진피(감귤껍질),생약원료,국산,신규(DB에 없음),,적재,,,
바이오케어,차가버섯,생약원료,러시아,★공급사 미상 → 후보,보통,적재,차가버섯분말,공급사 미상(source21),30000
바이오케어,차가버섯,생약원료,러시아,동일공급사 기등록,보통,적재,차가버섯분말,바이오케어,30000
바이오케어,차전자피,생약원료,인도,타공급사 보유,확실,적재,차전자피(직수입),ambe,13000
바이오케어,차전자피,생약원료,인도,★공급사 미상 → 후보,보통,적재,차전자피분말,공급사 미상(source21),17000
바이오케어,차전자피,생약원료,인도,★공급사 미상 → 후보,보통,적재,차전자피분말,공급사 미상(source21),22000
바이오케어,차전자피,생약원료,인도,★공급사 미상 → 후보,보통,적재,차전자피분말,공급사 미상(source21),9000
바이오케어,차전자피,생약원료,인도,★공급사 미상 → 후보,보통,적재,차전자피분말,공급사 미상(source21),16000
바이오케어,차전자피,생약원료,인도,타공급사 보유,보통,적재,차전자피 분말,하이베이스,9000
바이오케어,차전자피,생약원료,인도,타공급사 보유,보통,적재,차전자피 분말,엘본에이치앤비,16000
바이오케어,차전자피,생약원료,인도,동일공급사 기등록,보통,적재,차전자피 분말,바이오케어,22000
바이오케어,차즈기,생약원료,국산,타공급사 보유,보통,적재,차즈기추출물,해찬솔,16000
바이오케어,차즈기,생약원료,국산,타공급사 보유,보통,적재,차즈기추출물,엘본에이치앤비,18000
바이오케어,창출,생약원료,국산/수입,신규(DB에 없음),,적재,,,
바이오케어,천궁,생약원료,국산/수입,동일공급사 기등록,보통,적재,천궁분말,바이오케어,23800
바이오케어,천궁,생약원료,국산/수입,동일공급사 기등록,보통,적재,천궁분말,바이오케어,17000
바이오케어,침향,생약원료,인도네시아,타공급사 보유,확실,적재,침향,개성상인,85000
바이오케어,침향,생약원료,인도네시아,★공급사 미상 → 후보,확실,적재,침향,공급사 미상(source21),140000
바이오케어,침향,생약원료,인도네시아,★공급사 미상 → 후보,확실,적재,침향(개성상인),공급사 미상(source21),85000
바이오케어,침향,생약원료,인도네시아,★공급사 미상 → 후보,확실,적재,침향,공급사 미상(source21),42000
바이오케어,침향,생약원료,인도네시아,동일공급사 기등록,확실,적재,침향(원물),바이오케어,58000
바이오케어,침향,생약원료,인도네시아,동일공급사 기등록,확실,적재,침향(분말),바이오케어,68000
바이오케어,침향,생약원료,인도네시아,타공급사 보유,보통,적재,침향분말,서호상사,85000
바이오케어,핑거루트,생약원료,인도네시아,★공급사 미상 → 후보,보통,적재,핑거루트 추출분말(개별인정형),공급사 미상(source21),330000
바이오케어,핑거루트,생약원료,인도네시아,★공급사 미상 → 후보,보통,적재,핑거루트추출분말,공급사 미상(source21),300000
바이오케어,핑거루트,생약원료,인도네시아,타공급사 보유,보통,적재,핑거루트추출분말(판두라틴),뉴트리,320000
바이오케어,핑거루트,생약원료,인도네시아,타공급사 보유,보통,적재,핑거루트추출분말(판두라틴),하이베이스,30000
바이오케어,핑거루트,생약원료,인도네시아,타공급사 보유,보통,적재,핑거루트추출분말(판두라틴),하이베이스,13000
바이오케어,헛개열매,생약원료,국산/수입,신규(DB에 없음),,적재,,,
바이오케어,호로파,생약원료,인도,신규(DB에 없음),,적재,,,
